#,Ticker,Name,Adj.Slope90,Adj.Slope125,Adj.Slope250,Avg.Slope.125.250,Sector,Industry,"Max Gap","Target Weight","Stock Trend - SMA100",ATR,Updated,"Close Price"
50,CTXS,"Citrix Systems Inc Common",56.8,58.78,21.22,40.000000,Technology,Software,7.09,5.27,1,1.64,2017-05-04,86.55
51,DRI,"Darden Restaurants Inc Common",56.7,23.10,23.71,23.405000,"Consumer Cyclicals","Restaurants & Bars",9.31,7.49,1,1.17,2017-05-04,87.33
52,SPGI,"S&P Global Inc Common",56.6,20.15,9.12,14.635000,Industrials,"Professional Information Services",3.09,7.93,1,1.72,2017-05-04,136.61
53,WDC,"Western Digital Corp Common",56.5,99.93,109.69,104.810000,Technology,"Computer Hardware",5.28,3.75,1,2.37,2017-05-04,89.17
54,A,"Agilent Technologies Inc Common",56.4,55.79,11.43,33.610000,Healthcare,"Advanced Medical Equipment & Technology",3.62,7.84,1,0.72,2017-05-04,56.7
55,AMZN,"Amazon.com Inc Common",55.4,51.02,18.80,34.910000,"Consumer Cyclicals","Department Stores",3.54,7.42,1,12.57,2017-05-04,937.53
56,NRG,"NRG Energy Inc Common",54.9,170.54,2.73,86.635000,Utilities,"Electric Utilities",5.93,2.76,-1,0.53,2017-05-04,14.6
57,VAR,"Varian Medical Systems Inc Common",54.9,30.62,8.08,19.350000,Healthcare,"Advanced Medical Equipment & Technology",6.44,7.21,1,1.27,2017-05-04,91.58
58,SWK,"Stanley Black & Decker Inc Common",54.5,28.61,9.66,19.135000,Industrials,"Industrial Machinery & Equipment",3.65,7.26,1,1.90,2017-05-04,138.18
59,CSX,"CSX Corp Common",53.8,122.93,112.13,117.530000,Industrials,"Ground Freight & Logistics",23.40,5.20,1,0.99,2017-05-04,51.72
60,YHOO,"Yahoo! Inc Common",53.7,46.85,19.20,33.025000,Technology,"Online Services",3.54,7.94,1,0.61,2017-05-04,48.45
61,ARNC,"Arconic Inc Common",52.8,108.15,6.27,57.210000,"Basic Materials",Aluminum,10.93,3.75,1,0.71,2017-05-04,26.62
62,RCL,"Royal Caribbean Cruises Ltd Common",52.5,62.67,35.98,49.325000,"Consumer Cyclicals","Hotels, Motels & Cruise Lines",9.09,4.88,1,2.21,2017-05-04,107.92
63,IT,"Gartner Inc Common",49.5,15.47,4.75,10.110000,Technology,"IT Services & Consulting",11.03,7.13,1,1.58,2017-05-04,112.92
64,EXPE,"Expedia Inc Common",49.4,7.10,12.31,9.705000,"Consumer Cyclicals","Leisure & Recreation",2.57,6.50,1,2.16,2017-05-04,141.1
65,STZ,"Constellation Brands Inc Class A Common",49.3,15.59,0.00,7.795000,"Consumer non-Cyclicals","Distillers & Wineries",7.11,7.10,1,2.49,2017-05-04,177.2
66,CMG,"Chipotle Mexican Grill Inc Common",48.7,32.08,0.08,16.080000,"Consumer Cyclicals","Restaurants & Bars",4.92,4.49,1,10.52,2017-05-04,472.4
67,COH,"Coach Inc Common",48.5,12.76,-0.09,6.335000,"Consumer Cyclicals","Apparel & Accessories Retailers",11.38,4.67,1,0.91,2017-05-04,42.56
68,CRM,"Salesforce.Com Inc Common",48.2,39.45,0.04,19.745000,Technology,"IT Services & Consulting",3.20,8.35,1,1.04,2017-05-04,86.52
69,MHK,"Mohawk Industries Inc Common",48.2,50.82,9.89,30.355000,"Consumer Cyclicals","Home Furnishings",3.70,6.58,1,3.53,2017-05-04,232.56
70,MCHP,"Microchip Technology Inc Common",48.2,45.35,50.78,48.065000,Technology,Semiconductors,6.00,6.13,1,1.22,2017-05-04,75.01
71,VRSN,"Verisign Inc Common",48.0,25.15,0.17,12.660000,Technology,"IT Services & Consulting",3.14,7.81,1,1.16,2017-05-04,90.56
72,MAR,"Marriott International Inc Class A Common",47.6,48.57,40.88,44.725000,"Consumer Cyclicals","Hotels, Motels & Cruise Lines",3.41,7.23,1,1.34,2017-05-04,96.88
73,BA,"Boeing Co Common",47.3,60.34,46.12,53.230000,Industrials,"Aerospace & Defense",4.24,8.46,1,2.16,2017-05-04,183.07
74,CNP,"CenterPoint Energy Inc Common",45.3,54.69,19.94,37.315000,Utilities,"Multiline Utilities",2.32,8.14,1,0.34,2017-05-04,27.98
75,RAI,"Reynolds American Inc Common",45.1,49.03,23.52,36.275000,"Consumer non-Cyclicals",Tobacco,3.06,15.79,1,0.41,2017-05-04,64.5
76,SHW,"Sherwin-Williams Co Common",45.1,60.53,0.73,30.630000,"Basic Materials","Commodity Chemicals",7.61,8.17,1,4.13,2017-05-04,338.61
77,BBY,"Best Buy Co Inc Common",44.9,11.64,61.99,36.815000,"Consumer Cyclicals","Computer & Electronics Retailers",6.43,5.45,1,0.93,2017-05-04,50.87
78,ROP,"Roper Technologies Inc Common",44.3,47.90,21.44,34.670000,Industrials,"Industrial Machinery & Equipment",4.76,7.92,1,2.75,2017-05-04,218.22
79,CCL,"Carnival Corp Common",44.2,44.76,25.18,34.970000,"Consumer Cyclicals","Hotels, Motels & Cruise Lines",2.38,7.70,1,0.82,2017-05-04,62.97
80,EIX,"Edison International Common",43.7,41.38,1.16,21.270000,Utilities,"Electric Utilities",2.44,8.71,1,0.92,2017-05-04,79.78
81,HD,"Home Depot Inc Common",43.6,44.87,6.30,25.585000,"Consumer Cyclicals","Home Improvement Products & Services Retailers",1.82,9.31,1,1.66,2017-05-04,154.86
82,V,"Visa Inc Class A Common",43.2,36.04,10.51,23.275000,Technology,"Online Services",4.59,9.86,1,0.94,2017-05-04,92.62
83,PKI,"PerkinElmer Inc Common",43.0,32.07,0.42,16.245000,Healthcare,"Advanced Medical Equipment & Technology",3.12,7.35,1,0.82,2017-05-04,60.49
84,PPL,"PPL Corp Common",41.5,34.45,-0.14,17.155000,Utilities,"Multiline Utilities",2.04,9.12,1,0.42,2017-05-04,38.44
85,XEL,"Xcel Energy Inc Common",40.5,34.98,0.09,17.535000,Utilities,"Electric Utilities",1.87,9.90,1,0.45,2017-05-04,44.92
86,SYK,"Stryker Corp Common",40.5,45.60,10.52,28.060000,Healthcare,"Medical Equipment, Supplies & Distribution",2.42,9.23,1,1.46,2017-05-04,134.98
87,COO,"Cooper Companies Inc Common",40.3,41.51,10.67,26.090000,Healthcare,"Medical Equipment, Supplies & Distribution",3.32,7.76,1,2.64,2017-05-04,204.89
88,MCD,"McDonald's Corp Common",40.0,31.90,2.28,17.090000,"Consumer Cyclicals","Restaurants & Bars",5.57,10.08,1,1.42,2017-05-04,143.45
89,PCG,"PG&E Corp Common",39.9,35.56,1.30,18.430000,Utilities,"Electric Utilities",2.17,8.98,1,0.75,2017-05-04,66.96
90,RSG,"Republic Services Inc Common",39.8,41.19,29.72,35.455000,Industrials,"Environmental Services & Equipment",2.88,11.90,1,0.53,2017-05-04,63.1
91,SRE,"Sempra Energy Common",39.2,30.59,-0.00,15.295000,Utilities,"Multiline Utilities",1.94,8.24,1,1.35,2017-05-04,111.37
92,PH,"Parker-Hannifin Corp Common",38.9,43.04,51.69,47.365000,Industrials,"Industrial Machinery & Equipment",3.35,5.68,1,2.81,2017-05-04,159.79
93,PNW,"Pinnacle West Capital Corp Common",38.6,35.68,3.60,19.640000,Utilities,"Electric Utilities",2.10,8.50,1,0.99,2017-05-04,84.45
94,AVY,"Avery Dennison Corp Common",38.1,37.75,0.94,19.345000,"Basic Materials","Non-Paper Containers & Packaging",9.08,8.53,1,0.98,2017-05-04,83.7
95,PPG,"PPG Industries Inc Common",38.1,28.57,-0.22,14.175000,"Basic Materials","Commodity Chemicals",6.00,6.70,1,1.64,2017-05-04,109.89
96,MDT,"Medtronic PLC Common",37.8,7.39,-2.39,2.500000,Healthcare,"Medical Equipment, Supplies & Distribution",2.88,9.59,1,0.87,2017-05-04,83.91
97,CHD,"Church & Dwight Co Inc Common",37.6,33.33,-0.08,16.625000,"Consumer non-Cyclicals","Household Products",4.31,8.65,1,0.59,2017-05-04,50.85
98,DGX,"Quest Diagnostics Inc Common",37.5,43.25,28.87,36.060000,Healthcare,"Healthcare Facilities & Services",6.03,8.51,1,1.26,2017-05-04,107.22
99,NEE,"NextEra Energy Inc Common",37.1,34.30,0.31,17.305000,Utilities,"Electric Utilities",2.21,8.71,1,1.54,2017-05-04,134.34
100,ETN,"Eaton Corporation PLC Common",37.0,33.21,19.32,26.265000,Industrials,"Electrical Components & Equipment",2.98,5.97,1,1.27,2017-05-04,75.84
101,COL,"Rockwell Collins Inc Common",36.9,22.17,10.62,16.395000,Industrials,"Aerospace & Defense",5.13,6.95,1,1.49,2017-05-04,103.44
102,KMB,"Kimberly-Clark Corp Common",36.6,41.24,-0.06,20.590000,"Consumer non-Cyclicals","Personal Products",4.19,7.66,1,1.67,2017-05-04,128.19
103,ADSK,"Autodesk Inc Common",36.4,44.92,65.57,55.245000,Technology,Software,3.32,5.53,1,1.68,2017-05-04,93.25
104,GT,"Goodyear Tire & Rubber Co Common",36.3,42.59,29.23,35.910000,"Consumer Cyclicals","Tires & Rubber Products",5.90,4.53,1,0.78,2017-05-04,35.3
105,DLPH,"Delphi Automotive PLC Common",36.0,43.35,11.01,27.180000,"Consumer Cyclicals","Auto, Truck & Motorcycle Parts",10.91,4.07,1,2.16,2017-05-04,88.06
106,CCI,"Crown Castle International Corp Common",35.2,26.97,-0.55,13.210000,Financials,"Specialized REITs",3.04,7.82,1,1.21,2017-05-04,94.78
107,WY,"Weyerhaeuser Co Common",35.0,25.23,3.86,14.545000,Financials,"Specialized REITs",3.41,5.35,1,0.62,2017-05-04,33.1
108,INCY,"Incyte Corp Common",34.7,77.18,80.10,78.640000,Healthcare,"Biotechnology & Medical Research",10.49,3.17,1,3.94,2017-05-04,125
109,AWK,"American Water Works Company Inc Common",34.7,17.80,-0.10,8.850000,Utilities,"Water & Related Utilities",2.60,6.99,1,1.08,2017-05-04,75.68
110,AME,"Ametek Inc Common",34.5,41.58,13.12,27.350000,Industrials,"Electrical Components & Equipment",3.17,7.06,1,0.86,2017-05-04,60.39
111,AMP,"Ameriprise Financial Inc Common",34.5,39.42,36.30,37.860000,Financials,"Investment Management & Fund Operators",4.26,5.41,1,2.36,2017-05-04,128.1
112,EL,"Estee Lauder Companies Inc Class A Common",33.5,26.84,-5.15,10.845000,"Consumer non-Cyclicals","Personal Products",4.37,7.07,1,1.30,2017-05-04,91.86
113,PEP,"PepsiCo Inc Common",33.4,21.10,1.30,11.200000,"Consumer non-Cyclicals","Non-Alcoholic Beverages",1.68,11.38,1,0.99,2017-05-04,112.96
114,PNR,"Pentair plc Common",32.9,15.51,-0.00,7.755000,Industrials,"Industrial Machinery & Equipment",3.82,6.24,1,1.05,2017-05-04,65.29
115,HOLX,"Hologic Inc Common",32.9,29.01,21.69,25.350000,Healthcare,"Advanced Medical Equipment & Technology",3.38,7.89,1,0.57,2017-05-04,45.105
116,MMM,"3M Co Common",32.7,28.66,5.85,17.255000,Industrials,"Industrial Conglomerates",1.88,11.29,1,1.77,2017-05-04,199.51
117,NFLX,"Netflix Inc Common",32.5,62.17,73.19,67.680000,Technology,"Online Services",5.79,5.07,1,3.10,2017-05-04,157.25
118,PGR,"Progressive Corp Common",31.8,52.45,18.64,35.545000,Financials,"Property & Casualty Insurance",3.17,8.67,1,0.47,2017-05-04,40.37
119,CL,"Colgate-Palmolive Co Common",31.8,19.70,-0.16,9.770000,"Consumer non-Cyclicals","Personal Products",5.22,8.16,1,0.88,2017-05-04,71.95
120,CLX,"Clorox Co Common",31.5,46.46,-0.00,23.230000,"Consumer non-Cyclicals","Household Products",4.08,8.03,1,1.65,2017-05-04,132.36
121,CMS,"CMS Energy Corp Common",31.1,30.91,0.09,15.500000,Utilities,"Multiline Utilities",1.74,8.72,1,0.52,2017-05-04,45.13
122,LLY,"Eli Lilly and Co Common",31.1,32.53,0.51,16.520000,Healthcare,Pharmaceuticals,4.08,6.87,1,1.21,2017-05-04,83.04
123,ES,"Eversource Energy Common",30.4,32.21,0.12,16.165000,Utilities,"Electric Utilities",1.78,8.47,1,0.70,2017-05-04,59.49
124,FISV,"Fiserv Inc Common",30.3,34.49,4.74,19.615000,Industrials,"Business Support Services",1.91,8.40,1,1.43,2017-05-04,120.25
125,CBOE,"CBOE Holdings Inc Common",30.2,41.74,25.90,33.820000,Financials,"Financial & Commodity Market Operators & Service P",3.93,7.56,1,1.10,2017-05-04,82.98
126,ITW,"Illinois Tool Works Inc Common",30.0,21.06,26.87,23.965000,Industrials,"Industrial Conglomerates",3.63,7.54,1,1.83,2017-05-04,138.27
127,MON,"Monsanto Co Common",29.9,36.90,4.00,20.450000,"Basic Materials","Agricultural Chemicals",2.78,14.18,1,0.82,2017-05-04,115.93
128,NI,"NiSource Inc Common",29.9,23.15,-2.24,10.455000,Utilities,"Multiline Utilities",2.59,7.89,1,0.31,2017-05-04,24.28
129,CHTR,"Charter Communications Inc Class A Common",29.7,61.41,54.08,57.745000,"Consumer Cyclicals",Broadcasting,7.36,5.27,1,6.09,2017-05-04,322.6
130,ALL,"Allstate Corp Common",29.6,41.65,21.24,31.445000,Financials,"Property & Casualty Insurance",3.79,9.00,1,0.95,2017-05-04,85.57
131,ROK,"Rockwell Automation Inc Common",29.0,46.80,41.57,44.185000,Industrials,"Electrical Components & Equipment",7.73,5.50,1,2.81,2017-05-04,154.9
132,LLL,"L3 Technologies Inc Common",28.8,22.15,14.99,18.570000,Industrials,"Aerospace & Defense",3.18,6.73,1,2.49,2017-05-04,167.99
133,AEP,"American Electric Power Company Inc Common",28.6,29.51,-0.05,14.730000,Utilities,"Electric Utilities",1.73,10.18,1,0.67,2017-05-04,68.02
134,LUK,"Leucadia National Corp Common",28.5,50.94,60.68,55.810000,Financials,"Holding Companies",3.15,5.42,1,0.47,2017-05-04,25.34
135,PYPL,"PayPal Holdings Inc Common",28.3,22.60,12.68,17.640000,Technology,"Online Services",6.17,6.40,1,0.76,2017-05-04,48.91
136,XRAY,"Dentsply Sirona Inc Common",27.7,6.79,-0.03,3.380000,Healthcare,"Medical Equipment, Supplies & Distribution",3.19,7.12,1,0.92,2017-05-04,65.32
137,HSIC,"Henry Schein Inc Common",27.6,28.85,-0.28,14.285000,Healthcare,"Medical Equipment, Supplies & Distribution",2.91,8.97,1,1.98,2017-05-04,178.08
138,PVH,"PVH Corp Common",27.4,-0.52,-0.01,-0.265000,"Consumer Cyclicals","Apparel & Accessories",8.48,4.69,1,2.15,2017-05-04,101.16
139,ED,"Consolidated Edison Inc Common",27.1,24.32,-0.00,12.160000,Utilities,"Electric Utilities",1.70,9.77,1,0.81,2017-05-04,78.88
140,GLW,"Corning Inc Common",26.5,41.97,40.76,41.365000,Technology,"Electronic Equipment & Parts",5.69,6.57,1,0.44,2017-05-04,28.84
141,CSCO,"Cisco Systems Inc Common",26.4,23.20,11.08,17.140000,Technology,"Communications & Networking",2.38,9.37,1,0.36,2017-05-04,34.18
142,EQIX,"Equinix Common",26.3,43.91,1.28,22.595000,Financials,"Commercial REITs",3.46,7.22,1,5.87,2017-05-04,424.28
143,IR,"Ingersoll-Rand PLC Common",26.2,25.25,30.79,28.020000,Industrials,"Industrial Machinery & Equipment",3.53,7.13,1,1.26,2017-05-04,89.82
144,WMT,"Wal-Mart Stores Inc Common",26.1,2.39,-0.00,1.195000,"Consumer non-Cyclicals","Food Retail & Distribution",3.00,10.46,1,0.73,2017-05-04,76.34
145,PFG,"Principal Financial Group Inc Common",26.1,23.66,60.04,41.850000,Financials,"Life & Health Insurance",3.32,6.24,1,1.03,2017-05-04,64.43
146,XL,"XL Group Ltd Common",26.1,25.85,24.92,25.385000,Financials,"Property & Casualty Insurance",2.66,7.14,1,0.59,2017-05-04,42.5
147,ULTA,"Ulta Beauty Inc Common",25.9,34.31,14.98,24.645000,"Consumer Cyclicals","Other Specialty Retailers",4.62,7.28,1,4.01,2017-05-04,292.21
148,STX,"Seagate Technology PLC Common",25.9,46.23,104.20,75.215000,Technology,"Computer Hardware",16.83,3.11,-1,1.37,2017-05-04,42.58
149,HON,"Honeywell International Inc Common",25.6,30.84,5.42,18.130000,Industrials,"Industrial Conglomerates",2.67,7.97,1,1.65,2017-05-04,131.2
150,NTAP,"NetApp Inc Common",25.4,35.83,68.60,52.215000,Technology,"Computer Hardware",4.19,6.26,1,0.64,2017-05-04,39.77
151,UHS,"Universal Health Services Inc Class B Common",24.8,1.73,-5.03,-1.650000,Healthcare,"Healthcare Facilities & Services",3.35,4.80,1,2.55,2017-05-04,122.5
152,LH,"Laboratory Corporation of America Holdings Common",24.6,34.83,1.44,18.135000,Healthcare,"Healthcare Facilities & Services",5.69,7.14,1,1.97,2017-05-04,140.9
153,JNJ,"Johnson & Johnson Common",24.0,15.46,0.24,7.850000,Healthcare,Pharmaceuticals,3.10,11.50,1,1.08,2017-05-04,123.95
154,ZBH,"Zimmer Biomet Holdings Inc Common",23.9,48.28,-0.56,23.860000,Healthcare,"Medical Equipment, Supplies & Distribution",6.23,5.48,1,2.13,2017-05-04,116.85
155,HRS,"Harris Corp Common",23.8,14.18,43.65,28.915000,Technology,"Communications & Networking",3.09,7.97,1,1.38,2017-05-04,110
156,CI,"Cigna Corp Common",23.7,32.85,15.37,24.110000,Healthcare,"Managed Healthcare",2.38,6.03,1,2.59,2017-05-04,156.73
157,ADS,"Alliance Data Systems Corp Common",23.7,25.08,13.91,19.495000,Industrials,"Business Support Services",8.30,4.64,1,5.44,2017-05-04,253.68
158,MMC,"Marsh & McLennan Companies Inc Common",23.7,18.98,9.17,14.075000,Financials,"Multiline Insurance & Brokers",3.17,9.15,1,0.81,2017-05-04,74.38
159,DUK,"Duke Energy Corp Common",23.6,21.94,-0.06,10.940000,Utilities,"Electric Utilities",2.76,10.08,1,0.82,2017-05-04,82.59
160,MKC,"McCormick & Company Inc Non-Voting Common",23.1,20.66,-0.23,10.215000,"Consumer non-Cyclicals","Food Processing",2.89,9.39,1,1.07,2017-05-04,100.33
161,MA,"Mastercard Inc Class A Common",23.0,23.15,22.81,22.980000,Technology,"Online Services",2.72,8.71,1,1.35,2017-05-04,117.92
162,AVB,"AvalonBay Communities Common",22.7,28.56,0.07,14.315000,Financials,"Residential REITs",3.50,6.90,1,2.77,2017-05-04,191.03
163,GD,"General Dynamics Corp Common",22.7,30.46,42.74,36.600000,Industrials,"Aerospace & Defense",4.42,8.53,1,2.28,2017-05-04,194.55
164,AGN,"Allergan plc Common",22.6,57.06,-0.08,28.490000,Healthcare,Pharmaceuticals,4.76,7.74,1,3.16,2017-05-04,245.25
165,LEG,"Leggett & Platt Inc Common",22.4,8.01,-0.01,4.000000,"Consumer Cyclicals","Home Furnishings",2.15,7.52,1,0.71,2017-05-04,53.49
166,AON,"Aon PLC Class A Common",22.1,15.79,9.41,12.600000,Financials,"Multiline Insurance & Brokers",1.77,9.38,1,1.29,2017-05-04,121.2
167,BDX,"Becton Dickinson and Co Common",22.0,18.52,2.80,10.660000,Healthcare,"Medical Equipment, Supplies & Distribution",4.44,6.93,1,2.66,2017-05-04,184.86
168,TXN,"Texas Instruments Inc Common",21.9,29.01,31.98,30.495000,Technology,Semiconductors,3.03,6.57,1,1.21,2017-05-04,79.3
169,TMO,"Thermo Fisher Scientific Inc Common",21.8,16.09,0.06,8.075000,Healthcare,"Advanced Medical Equipment & Technology",6.35,7.78,1,2.19,2017-05-04,170.12
170,VIAB,"Viacom Inc Class B Common",21.8,37.18,0.00,18.590000,"Consumer Cyclicals","Entertainment Production",7.54,3.00,-1,1.21,2017-05-04,36.46
171,HCA,"HCA Holdings Inc Common",21.7,43.54,3.35,23.445000,Healthcare,"Healthcare Facilities & Services",5.17,5.10,1,1.63,2017-05-04,83.48
172,CTAS,"Cintas Corp Common",21.6,14.50,23.55,19.025000,Industrials,"Business Support Services",4.72,7.76,1,1.57,2017-05-04,121.94
173,EBAY,"eBay Inc Common",21.5,44.31,21.78,33.045000,Technology,"Online Services",5.00,6.06,1,0.55,2017-05-04,33.51
